Group,NEWID,AGE_REF,EDUC_REF,SEX_REF,RACE_REF,OCCU_REF,MARITAL,FAM_Size,FAM_Income,REASON_NOT_WORKING,URBAN/RURAL AREA,US DIVISION/STATE,BUILDING TYPE,NO. OF VEH OWNED,TOTAL_TIME,VISITWKDAY,ENTERTAINMENT_EXP,ELCTRC_EXP,FOOD_EXP,WATER_EXP,NAT_GAS_EXP,TRANS_EXP,HEALTH_EXP,TELEPH_EXP,EHOUS_EXP
6,4412133,72,16,2,1,0,1,2,65735,1,1,1,1,2,3802,6,75,150,823.3333,105,0,90,970,159,1171.667
3,4412192,34,16,1,1,3,1,3,110001,0,2,,4,3,2925,4,270,200,754,50,0,20,626.3333,95,2297.667
4,4412383,77,13,2,1,1,2,1,26208,0,1,3,1,1,4493,3,10,54,151.6667,33,58,96,289.6667,103,914.667
3,4412462,50,12,1,5,10,1,2,0,0,1,2,8,1,6253,5,72,80,390,0,60,134.6667,576.3333,100,831
6,4412702,76,15,2,4,0,1,2,37838,1,1,8,1,1,4416,3,10,166,780,108,19,610,789,0,1411.667
2,4412802,51,14,2,2,10,1,2,84420,0,1,5,4,2,7047,5,0,90,190.6667,43,0,72,301.3333,60,828
6,4412942,37,12,2,1,10,5,1,31500,0,1,9,8,0,5812,6,190,30,945,40,20,626.3333,0,150,1977
1,4413732,29,13,1,1,10,5,1,56000,0,1,5,1,3,3497,3,0,124,550.3333,61,15,3532,0,95,1295
5,4413754,41,15,1,4,3,1,4,150000,0,1,5,1,3,4952,4,125,215,1683.3333,0,0,330,1516.6667,322,5308.333
5,4413882,36,15,2,6,3,1,6,79900,0,1,4,8,3,3992,4,213,150,961.6667,0,0,428,0,220,1894
3,4414074,71,13,1,1,0,5,2,15350,1,1,3,1,2,2688,4,0,100,541.6667,0,40,150,607,35,450
3,4414142,40,15,1,4,3,1,5,74375,0,1,5,8,2,8160,5,67,0,520,0,0,133,674.3333,140,1233
6,4414204,67,12,2,1,1,3,1,19135,0,1,5,1,1,4016,3,92,77,281.6667,43,0,10,382,55,326.5
2,4414222,44,13,1,2,6,3,2,31000,0,1,3,8,0,2599,4,117,85,455,0,60,60,0,150,1306
4,4414332,60,11,2,1,10,2,5,53440,0,1,1,8,1,3273,4,71,220,606.6667,0,60,322.3333,20,252,2098
3,4414384,59,11,2,1,9,1,4,22000,0,1,7,1,3,5966,3,82,150,736.6667,104,0,630,1042,320,1153.167
2,4414402,47,13,2,1,1,3,2,700,0,1,5,1,1,5057,5,249,140,823.3333,30,0,85,0,250,1199
2,4414572,79,14,2,1,0,3,1,16299,1,1,8,11,0,2401,7,19,51,173.3333,0,0,0,145,50,901
1,4414802,34,16,1,4,3,1,3,290000,0,1,1,8,1,3477,4,171,0,1141,0,0,619,230,50,1677
3,4414852,63,12,1,1,13,5,1,9800,0,2,,1,2,2678,4,22,19,130,10,0,94,50,14,93
2,4415222,80,15,2,1,0,2,1,42536,1,1,3,1,1,2662,3,204,107,498.3333,131,94,240,145,237,2373
4,4415422,59,14,2,2,4,5,4,44500,0,1,2,5,0,8444,3,302,135,998,0,0,173.3333,118,217,2158.667
3,4415472,43,14,1,1,3,1,4,103000,0,1,4,1,4,4599,3,392,150,1083.3333,153,38,983.6667,915.3333,106,1342.667
5,4415752,66,13,2,1,0,3,1,26871,1,1,8,1,1,7156,3,97,49,563.3333,79,77,325,357,38,751.333
6,4415904,32,12,1,2,8,5,2,46000,0,1,8,8,1,5130,4,24,157,681,0,0,6.6667,0,107,1299
3,4416052,40,14,1,1,6,1,5,159076,0,1,4,1,4,6270,3,504,300,1841.6667,0,100,2461.3333,1354,455,2365.667
4,4416162,72,12,2,1,0,2,1,1735,1,1,5,1,1,5987,7,114,159,650,118,23,50,275,181,696
4,4416292,81,12,2,1,0,1,2,3470,1,1,,4,0,3119,7,150,70,476.6667,74,30,460,1055,65,339
6,4416312,55,16,1,1,3,1,3,197360,0,1,1,1,3,3882,6,177,157,1646.6667,0,0,70,1875,255,1346.333
5,4416442,73,13,2,1,0,1,2,3470,1,1,8,1,9,5077,5,31,162,780,0,0,572,1451,128,2700
3,4416782,58,15,1,1,5,1,2,3600,0,1,5,8,1,1416,4,55,75,260,0,0,150,48,50,1631.333
4,4416892,31,15,1,1,2,1,3,79000,0,1,3,1,2,6674,3,105,0,606.6667,0,0,298,34.6667,75,395
2,4417214,35,14,1,1,7,5,1,70000,0,1,3,1,6,2543,3,114,78,975,0,15,1100,10,150,1793
6,4417952,61,13,2,2,4,1,4,133440,0,1,3,1,4,4205,3,179,80,1516.6667,0,40,343,706.6667,200,2072.333
4,4418232,82,13,2,1,0,2,2,72850,1,1,9,1,1,2958,4,236,39,476.6667,95,53,89,3345,68,507
3,4418262,52,15,1,1,10,5,2,346650,0,1,9,8,0,2297,3,290,150,910,0,0,776.6667,173.3333,70,1244.333
2,4418422,87,15,2,1,0,1,2,29301,1,1,7,1,3,4802,2,57,109,845,66,0,452,1998,81,566.167
6,4418432,58,12,2,1,0,5,2,1497,4,1,3,1,0,1306,3,0,65,650,67,0,0,0,35,177.833
5,4418492,42,13,2,1,10,5,2,16000,0,1,1,1,0,2924,7,30,275,563.3333,0,0,230,145,300,1895
2,4418594,25,11,1,1,10,1,3,4200,0,1,7,8,1,3201,3,23,0,953.3333,0,0,555,0,70,1395
5,4418902,72,16,2,1,0,2,1,50492,1,1,7,1,1,3584,2,196,52,411.6667,37,42,5,449,128,779.667
6,4419062,27,15,1,1,10,5,3,175000,0,1,5,1,2,2347,4,0,210,1061.6667,0,0,50,318,240,1819.333
6,4419134,32,14,1,1,1,1,5,76000,0,1,5,1,2,3114,4,100,380,975,40,0,574,0,185,1420
2,4419202,73,12,2,1,0,2,1,21197,4,1,9,1,3,2348,5,213,0,520,0,0,30,183,104,858
4,4419413,36,13,2,2,10,3,3,0,0,1,9,2,1,2378,3,15,45,953.3333,83,20,250,50,131,6157.333
2,4419583,64,12,2,1,10,2,2,34360,0,1,7,8,1,3072,5,100,122,455,44,0,362,444,35,797
5,4419622,47,15,1,1,6,1,2,5400,0,1,5,1,1,1225,4,0,47,520,41,16,75,0,65,784.333
6,4419662,71,16,1,1,3,1,2,79747,0,1,5,1,2,5476,3,231,180,953.3333,200,10,75,1078,199,3066.333
2,4419694,63,13,2,1,4,1,2,30096,0,1,7,1,2,4614,2,9,102,411.6667,14,0,100,146,58,503
3,4419752,52,12,2,1,10,1,3,68003,0,1,8,1,3,1836,5,115,271,1343.3333,219,30,1395,168,325,2762.333
2,4419902,63,11,2,2,10,4,9,11700,0,1,5,1,1,6727,3,43,510,650,82,0,40,145,100,1099
1,4419972,87,16,1,1,0,1,2,0,1,1,7,1,2,2100,5,0,150,953.3333,110,50,1060,740,0,516.333
4,4420363,54,14,2,1,10,1,3,18600,0,2,,1,3,4816,4,3615,0,1170,0,0,1047,1950,0,2250
2,4420431,53,15,2,1,3,3,1,60000,0,1,5,3,2,7519,4,301,234,2145,0,90,596,1759,108,7116
6,4420601,50,12,1,1,10,1,6,33000,0,1,8,1,2,5166,5,192,620,1430,0,111,1094,328,480,6161
4,4420691,69,13,2,2,0,2,1,26448,1,1,3,7,1,4715,5,0,108,364,0,0,60,435,150,1515
1,4420811,46,15,2,1,3,3,1,0,0,1,9,7,1,3661,2,213,63,3640,105,57,625,900,150,7151
1,4420961,44,14,2,2,4,5,1,0,0,1,6,1,1,2684,5,173,600,975,75,0,303,840,562,10576
6,4421171,78,15,1,1,0,1,2,41984,1,1,,3,1,2773,2,933,268,1755,217,45,545,2060,354,3916
6,4421491,46,15,1,1,1,5,2,107650,0,1,9,8,2,5236,6,90,114,4420,0,0,986,1534,470,6764
2,4421531,32,14,2,1,10,1,6,79060,0,1,6,1,3,14602,4,1454,563,2860,317,0,8623,190,395,2830
5,4421861,67,12,2,1,0,3,3,18154,1,1,5,1,1,4869,4,298,240,2210,297,54,601,464,321,1500
4,4421894,38,15,1,1,15,4,2,156000,0,1,5,1,2,7501,2,0,0,3900,0,0,825,297,420,4619
6,4421941,33,15,2,1,10,1,2,55235,0,1,3,1,2,4091,5,267,327,1820,125,117,665,1750,117,2557
3,4422031,54,12,2,1,4,3,2,39000,0,1,4,1,2,5495,4,30,360,1913,234,225,2596,474,495,4032
4,4422281,58,16,1,1,3,3,1,161000,0,1,3,1,2,6924,1,578,60,2029,120,145,982,375,81,6989
2,4422481,43,13,1,1,12,5,1,80000,0,1,9,8,1,3450,6,105,200,1261,0,42,965,225,165,5802
1,4422531,59,16,2,1,3,1,2,373650,0,1,9,1,2,7475,3,0,480,2600,379,0,1845,540,1046,10633
1,4422881,74,11,2,1,0,3,1,24271,1,1,3,1,1,3822,4,303,94,650,102,164,398,435,123,2370
1,4422961,48,12,2,6,11,5,1,55000,0,1,4,6,1,5675,4,238,167,1001,84,0,553,283,195,4091
4,4423231,52,16,2,4,3,1,4,0,0,1,3,1,3,4700,5,0,270,2113,85,300,2100,2550,723,10985
1,4423491,58,16,1,4,3,1,2,250200,0,1,9,1,2,4974,3,274,750,1781,100,0,2450,1346,140,3416
5,4423541,72,12,2,1,10,5,3,0,0,1,9,2,2,3327,4,227,718,650,130,0,545,925,113,2031
4,4423881,74,12,2,1,3,2,1,35784,0,1,9,1,2,6589,2,1369,1034,715,204,0,6338,1566,117,7186
3,4424211,56,13,2,1,0,3,3,44000,5,1,2,8,0,1361,2,311,450,2600,0,0,0,0,418,1312
2,4424281,40,13,2,1,1,3,3,34600,0,1,7,1,2,5118,3,589,540,2080,180,0,15940,798,567,3664
1,4424431,59,16,2,1,0,2,6,0,1,1,8,1,2,4491,5,390,105,1365,477,0,870,50,132,13073
5,4424671,77,12,2,1,0,1,2,18758,1,2,,9,3,2845,5,420,360,780,39,0,1100,3234,165,564
2,4424731,57,13,1,1,11,3,1,0,0,1,3,1,2,5117,4,0,238,1381,135,62,355,33,165,2094
3,4424831,62,16,2,1,2,1,2,71735,0,1,8,1,1,3330,5,0,840,2600,220,0,22330,1320,870,8240
5,4424841,46,15,2,1,3,1,6,157000,0,1,7,1,4,4314,6,150,726,6500,375,0,18000,2400,600,6532
6,4424871,66,12,1,1,5,1,2,1735,0,1,3,1,1,3716,6,225,435,585,180,165,2346,1431,145,2007
3,4424891,87,12,2,1,0,2,1,32136,1,1,1,4,1,4293,4,261,165,912,100,75,310,1135,90,1855
2,4425341,47,16,1,1,2,5,2,50000,0,1,2,7,1,4611,4,96,188,1432,0,0,1260,795,180,6695
4,4425601,76,12,2,1,0,1,2,3470,1,1,7,1,2,2020,4,384,290,1560,169,0,696,2169,312,1346
4,4425671,55,15,2,2,0,3,1,1716,4,1,2,8,0,2218,4,0,353,1188,0,89,0,0,190,2793
3,4425751,39,16,1,4,1,1,3,140000,0,1,9,1,2,7176,6,300,377,3900,435,0,830,604,120,9277
5,4425861,35,16,1,1,3,1,3,139000,0,2,,1,8,7136,4,1515,420,4875,99,0,1570,1119,75,8541
4,4425941,73,15,1,2,11,1,2,62310,0,1,5,1,2,2946,4,233,135,845,180,105,975,1080,104,1566
6,4426031,76,12,2,1,0,1,2,3470,1,1,8,1,2,1877,3,0,342,1885,256,226,420,1542,57,1696
6,4426351,49,15,2,2,0,1,2,0,2,1,2,8,0,2568,2,409,336,3835,45,84,3630,1185,344,13791
3,4426681,59,11,2,1,0,1,2,17580,6,1,9,9,1,7766,5,225,280,2600,167,170,540,603,111,3045
5,4426711,32,15,2,1,3,1,2,85000,0,1,6,8,2,4971,5,0,408,1705,270,0,1478,750,300,4275
1,4426743,26,15,1,4,3,5,2,219100,0,1,8,1,3,4889,6,626,270,1950,240,60,1381,1545,675,19113
5,4427241,66,13,2,1,0,1,2,63110,1,1,3,1,2,3909,6,105,120,1170,188,175,650,1732,118,1602
3,4427351,81,12,1,1,10,1,2,40538,0,1,4,1,2,5288,2,163,387,2249,297,120,732,870,395,2333
2,4427361,34,15,2,1,10,1,3,0,0,1,3,1,2,3700,3,45,307,1625,293,150,522,60,450,4235
1,4427501,33,15,2,1,2,1,2,323650,0,1,2,1,1,4754,5,0,30,2275,90,0,2353,490,438,7406
3,4427541,68,15,1,1,3,3,1,76611,0,1,3,1,3,3785,5,373,398,991,150,142,1517,435,188,4305
1,4427791,79,14,2,1,0,2,1,20935,1,1,2,1,1,3476,2,361,225,1300,395,0,225,1296,121,3509
6,4427861,39,16,1,1,3,1,4,105150,0,1,5,1,2,8078,4,0,525,1690,180,180,1219,0,0,6416
5,4427931,37,15,1,1,12,5,1,50000,0,2,,1,1,4832,4,0,360,1300,60,0,832,1623,54,4966
1,4428511,57,13,2,3,1,3,2,150688,0,1,5,1,1,8016,4,738,534,3028,240,291,628,4748,793,11015
4,4428541,48,16,1,2,3,1,1,100000,0,1,5,2,2,7095,4,390,480,2210,0,0,1449,4321,276,7832
3,4428991,69,12,1,1,0,1,2,3470,4,2,,8,1,3313,6,345,450,1300,0,0,544,870,300,4395
3,4429001,87,12,1,1,0,1,2,68270,1,1,2,1,1,3710,4,291,90,546,120,45,326,3270,285,2254
3,4429531,29,13,2,2,4,5,2,5404,0,1,7,9,1,2436,6,210,600,2145,150,0,1125,0,345,1750
5,4429611,47,14,2,1,5,3,2,42247,0,1,5,1,2,3740,5,156,607,2704,0,0,1610,689,339,2739
5,4430221,40,14,2,1,12,1,2,92000,0,1,3,1,2,4338,3,703,165,2596,231,165,2378,930,374,3868
3,4430741,70,16,1,1,0,1,2,156384,1,1,3,1,2,7406,4,1142,255,1690,282,105,725,2180,210,24761
4,4430841,58,15,2,1,2,1,2,115000,0,2,,1,2,3774,5,704,450,3900,180,0,2041,4824,325,6294
1,4431191,74,13,2,1,0,2,1,1735,1,1,8,1,1,4529,4,390,603,936,104,82,0,4029,0,8429
1,4431611,45,13,1,1,3,1,3,72976,0,1,9,1,3,3329,4,770,276,2405,0,110,620,2168,390,4358
1,4431701,66,12,1,1,6,3,1,62600,0,1,3,1,0,5845,5,330,225,2925,0,180,1897,1455,195,2627
1,4431881,38,15,1,1,15,1,6,51064,0,1,4,1,2,8136,2,677,169,2049,298,100,384,96,147,5550
2,4461181,58,16,1,1,3,2,1,120000,0,1,7,1,2,4011,4,74,540,1040,330,70,622,2151,200,4639.667
6,4461321,38,16,2,1,0,1,4,11400,3,1,8,8,2,2995,7,0,350,996.6667,0,0,200,0,59,3470
3,4461531,56,12,1,1,11,1,3,62937,0,1,7,1,2,4100,2,228,700,606.6667,200,70,558,1980,284,3310.667
3,4461571,30,15,1,1,7,3,2,34800,0,1,7,1,3,3325,7,345,216,1126.6667,100,70,461,814.6667,110,1711
2,4461581,69,13,1,2,3,2,1,40000,0,1,7,1,3,5532,6,432,359,823.3333,0,65,431,660,216,1140.667
2,4461731,22,13,1,1,11,5,2,48000,0,1,9,1,0,6526,7,789,260,1179.3333,0,0,325,130,0,3498
6,4461821,67,12,1,1,0,1,2,32726,1,1,2,1,0,3701,7,194,180,1126.6667,93,148,790,698,176,976.333
5,4461882,80,13,1,2,0,3,1,14918,1,1,4,4,0,3800,3,250,164,364,0,164,0,296,38,1384
6,4461921,55,12,1,1,0,3,3,34935,4,1,5,2,1,5186,2,40,166,650,150,0,310,1600.6667,496,2182
2,4461951,47,16,2,4,3,4,4,232000,0,1,2,1,2,4370,7,1158,800,3466.6667,138,0,3153,1535.6667,648,7907.333
1,4462161,30,13,1,1,11,5,1,45000,0,1,4,1,1,4178,4,279,0,1516.6667,43,0,4,325.3333,0,1447
6,4462271,29,13,2,6,1,5,2,62000,0,1,6,8,1,3249,7,64,165,849.3333,0,31,30357.3333,293.3333,130,2578.667
3,4462381,69,15,2,1,6,1,2,149766,0,1,4,1,2,5786,7,150,166,3061.3333,158,100,1361.6667,1129,284,3302
3,4462621,24,12,1,1,0,4,1,0,5,1,7,8,1,4590,3,30,0,693.3333,0,0,843.6667,0,500,3318
3,4462721,72,12,2,1,0,1,2,21686,1,2,,1,2,6811,2,180,210,1525.3333,66,0,831,1270,100,459.333
3,4462821,59,14,2,1,1,1,3,42335,0,1,2,1,1,9394,2,1354,80,2100,30,200,1751.3333,754,300,3340
1,4462831,20,13,2,1,0,5,5,34000,3,1,2,8,0,3909,7,0,290,1733.3333,0,0,108,0,130,3520
5,4463102,55,14,2,1,2,1,4,15418,0,1,5,1,4,7566,2,0,430,953.3333,0,0,0,830,400,4550
5,4463111,57,15,1,1,3,1,4,0,0,1,7,1,3,3410,2,2056,500,1950,220,120,1100,906.6667,0,2123.333
3,4463181,32,11,2,2,5,5,2,6260,0,1,6,1,1,5429,3,133,0,806,0,0,365,0,120,414
3,4463351,59,15,2,1,4,5,1,48406,0,1,9,7,0,5478,6,269,25,710.6667,0,0,0,1082.3333,92,2376.333
2,4463401,60,12,2,2,10,3,1,10449,0,1,5,11,0,6338,4,0,0,216.6667,0,0,120,0,0,61.333
1,4463461,58,12,1,1,10,1,2,0,0,1,2,1,2,4332,1,196,400,1460.6667,234,200,1550,150,691,2188
3,4463471,32,14,1,1,6,1,4,48020,0,1,4,8,2,6327,1,369,318,2166.6667,0,120,2114.6667,800,208,2931
4,4463561,65,12,2,4,0,1,3,28135,1,1,2,4,1,5441,5,0,300,346.6667,0,100,8,540,400,2125
5,4463591,51,12,2,2,0,5,1,5415,4,1,9,8,0,3748,7,0,203,780,0,0,93.3333,0,100,1856.333
2,4463611,60,14,2,2,7,1,1,0,0,1,7,8,0,2029,3,0,160,433.3333,0,0,0,433.3333,200,2893
2,4463881,34,15,2,4,10,5,3,0,0,1,9,1,0,3069,7,0,70,520,88,33,692,0,0,1133.667
5,4464401,20,13,2,1,6,5,2,19000,0,1,4,8,1,4149,7,250,0,773.3333,0,0,581,280,124,540.667
6,4464541,87,14,2,4,0,2,1,32325,1,1,9,1,1,5683,5,378,227,719.3333,218,0,342,809.3333,227,2064
1,4464601,73,16,1,1,3,1,2,98770,0,1,3,1,2,4578,3,1823,395,2600,144,120,300,2706,287,4296
2,4464701,78,12,2,1,0,1,2,73532,1,1,4,1,2,6586,7,224,168,866.6667,55,45,601,2901.6667,257,3700.667
6,4465081,73,15,2,1,0,1,2,31140,1,1,3,1,3,4495,7,4206,600,3163.3333,207,210,1920,905,449,14877.333
2,4465111,25,15,2,1,4,5,3,150221,0,1,9,1,6,9155,3,222,1600,4789.3333,0,0,734,1000,700,11073.667
1,4465241,67,12,2,1,9,1,2,44174,0,1,9,8,2,5508,7,160,110,2123.3333,0,0,939.3333,1822,160,5070
6,4465521,61,12,2,2,3,2,3,113200,0,1,5,1,3,8318,7,411,302,3336.6667,91,0,2554,1858.6667,680,2472.333
4,4465581,69,16,2,1,0,1,2,3470,1,1,8,1,2,2589,3,235,175,1308.6667,381,73,280,980,172,1541.333
2,4465671,26,13,1,4,10,5,6,50000,0,1,9,1,3,5086,7,378,300,2226,141,0,610,750.6667,240,3197
1,4465701,72,11,2,2,0,2,1,2941,4,1,7,1,1,2040,7,302,443,1040,58,80,80,440,100,1393
2,4465784,48,16,1,1,3,1,3,314150,0,1,6,1,4,12562,2,234,301,814.6667,229,0,707,1525,606,5136
3,4466121,62,12,2,1,10,1,2,0,0,1,2,1,2,3143,3,198,228,589.3333,70,0,34,511,161,1961.667
3,4466211,48,16,2,1,3,3,2,107130,0,1,9,4,2,8703,7,207,164,762.6667,154,0,1614.3333,1085,200,3212
3,4466311,78,12,1,2,0,1,3,31870,1,1,5,1,0,7387,2,0,0,903.3333,0,0,0,916,0,266.667
4,4466401,52,15,2,1,2,1,2,217300,0,1,8,1,3,5705,4,436,491,1733.3333,0,35,445,544,178,5007.333
6,4466451,62,12,1,1,7,3,1,68634,0,1,3,1,4,5327,6,369,167,346.6667,0,83,542,210,250,1461.333
4,4466603,25,13,1,1,1,5,1,44384,0,1,8,8,1,4095,4,637,0,1126.6667,0,0,801,128,100,1338
5,4466791,26,15,1,1,1,5,1,80000,0,1,7,7,1,2222,7,352,80,953.3333,0,0,1360,600,80,3840
3,4466831,56,13,1,2,0,5,1,0,1,1,7,1,1,2105,2,0,240,173.3333,0,0,80,0,280,523.333
6,4466991,87,13,1,1,10,3,1,75000,0,1,7,1,1,3010,3,50,374,650,204,71,790,690,0,1382.333
5,4467041,55,12,2,1,11,3,1,30000,0,1,3,1,1,3868,7,130,220,346.6667,70,150,541,178,90,1926
4,4467061,59,15,2,1,0,5,1,18539,4,1,3,1,1,3714,3,226,267,476.6667,104,188,1010,2445,620,7017
3,4467381,61,13,2,1,9,3,2,36400,0,1,9,1,2,5116,2,5178,900,2383.3333,690,0,587.6667,200,340,2846
6,4467651,72,12,1,1,0,1,3,26335,1,1,3,1,2,3402,7,848,226,1057.3333,75,50,645,2802,44,2437
3,4467771,66,11,2,1,12,1,3,3800,0,1,7,1,2,4415,2,178,320,693.3333,80,0,809,1814,0,718.333
3,4467891,60,16,2,1,1,3,3,69760,0,1,3,1,2,4786,5,160,616,953.3333,0,266,2286,1002,806,4082
1,4467941,60,15,1,1,3,1,2,134000,0,1,8,1,3,3837,2,260,444,433.3333,348,60,515,908.6667,0,4864
2,4467961,74,12,2,1,0,1,2,20320,1,1,3,8,1,4243,4,200,340,1343.3333,80,0,698,712,130,2532.667
1,4468061,45,16,2,1,3,1,4,300000,0,1,9,1,1,4374,2,60,121,2340,0,279,166.6667,346.6667,0,4376.333
4,4468291,46,16,2,1,2,3,3,122200,0,1,9,1,2,6517,5,4534.6667,26,2266.6667,275,47,550,1390,546,6068
1,4468481,55,15,2,1,10,1,2,163570,0,1,4,1,2,7705,7,214,148,1430,242,204,465,750,203,1867.333
2,4468521,58,13,2,1,0,2,2,0,6,2,,1,2,4949,2,24,0,390,0,0,530,0,152,2535.333
5,4468551,58,12,1,1,11,3,3,72000,0,1,3,1,3,3852,6,140,360,1213.3333,0,80,320,1200,729,3150.333
5,4468671,38,12,1,1,12,1,7,48000,0,1,5,1,2,7969,2,545,380,3466.6667,200,0,9539,426,199,10269
5,4468721,56,12,1,1,1,1,3,0,0,1,5,1,0,1710,1,0,184,1706.6667,0,0,0,0,420,3404
2,4468921,56,12,1,1,0,2,2,61131,1,1,5,1,3,7342,7,300,350,1950,140,0,1675,140,450,4556.333
6,4469001,57,13,2,2,11,3,1,0,0,1,3,8,1,4267,7,276,0,346.6667,0,0,350,12,100,1054.667
6,4469181,33,14,1,2,3,1,3,88000,0,1,3,8,2,3889,1,268,300,780,0,0,810,1280,450,3430
5,4469221,43,16,2,2,3,1,3,0,0,1,5,1,0,6816,1,1654,525,2600,120,160,1756,3482,240,13555.333
4,4469331,26,15,2,5,4,5,2,22000,0,1,9,1,1,5008,7,503,0,2643.3333,0,0,345,0,174,1890.667
1,4469891,59,15,1,1,5,1,2,0,0,1,5,1,3,4511,2,250,450,2663.3333,240,0,1901,1143.3333,450,6793
4,4469974,28,12,1,1,12,1,2,63000,0,1,4,8,1,4035,4,120,180,866.6667,0,0,985,1122.6667,440,3822
6,4470041,66,15,1,1,0,2,1,43765,1,1,1,1,1,2163,7,254,0,606.6667,67,120,100,290,184,1876.333
2,4470061,43,13,1,1,6,1,4,210000,0,1,,1,1,6797,2,260,300,1993.3333,0,0,2286,840,180,2670.667
6,4470141,70,12,2,1,0,2,1,15127,1,1,3,8,1,2428,7,106,234,823.3333,0,0,221.6667,802,86,983
3,4470321,30,15,1,1,3,5,1,303650,0,1,8,7,1,13649,1,1284,0,5806.6667,0,0,4512,0,0,60.667
3,4470381,31,15,1,1,0,3,4,36023,4,1,4,1,2,5819,7,874,560,1040,180,70,265,600.6667,240,7399.333
5,4470561,57,13,2,1,1,1,2,72000,0,1,5,1,2,5037,7,161,240,823.3333,141,0,1220.6667,693.3333,248,2604.667
2,4470601,60,16,1,2,10,5,3,98540,0,1,9,1,1,3908,7,102,212,606.6667,88,0,1302,320,182,9481.667
6,4470621,52,15,2,4,9,1,2,7000,0,1,9,8,0,3756,6,426,0,1733.3333,0,0,1584.6667,288,524,1924
5,4470651,40,16,1,1,3,1,2,100061,0,1,4,1,2,6315,7,640,177,1646.6667,143,62,388,180,160,4090
2,4470741,67,15,1,1,1,1,2,63566,0,1,9,1,1,8389,2,144,220,1386.6667,180,140,2514,1880,800,9118
3,4470801,54,15,2,1,3,3,1,107304,0,1,8,1,1,4735,7,151,500,1170,293,100,225,1682,140,4272.333
2,4470891,61,15,2,1,4,3,1,6462,0,1,9,1,1,8383,1,259,149,806,244,349,1067,400,44,2734
6,4470901,72,16,2,1,3,5,1,17938,0,1,7,1,1,5208,4,320,222,433.3333,0,40,435,580,276,2412
5,4471051,80,16,2,1,0,3,1,18743,1,1,9,1,1,8289,3,0,110,433.3333,60,38,418,478,177,1417.333
3,4471121,48,12,1,1,12,1,3,70528,0,1,7,1,3,5017,7,10,682,1213.3333,282,0,856,486,228,7677.333
4,4471211,60,15,1,1,3,1,2,94000,0,1,4,1,2,6011,7,21,232,550,200,120,873,265.3333,23,2552
2,4471361,23,14,2,1,11,5,2,34500,0,1,9,8,0,3804,5,3,140,621.3333,0,0,356.6667,15,140,2871.333
6,4471511,26,15,2,1,1,5,1,46010,0,1,9,1,1,8870,4,111,34,925.6667,79,12,543.3333,451,70,1712
5,4471551,49,16,2,1,1,1,2,269068,0,1,9,1,3,5030,2,564,101,823.3333,176,56,769,932,236,1712.667
3,4471561,77,12,2,1,10,1,2,0,0,1,2,1,1,1318,7,208,490,1460.6667,171,80,405,580,95,2041.333
5,4471581,81,12,2,1,0,2,1,23335,1,1,3,1,1,2884,7,105,400,520,30,0,88,702,226,1273
6,4471611,32,15,2,4,3,1,4,0,0,1,9,1,2,15400,6,1525,52,1733.3333,460,0,900,0,640,15461.333
1,4471851,47,10,1,1,1,1,7,154000,0,2,,1,1,3565,7,107,0,1300,17,186,200,920,0,1195
4,4472061,73,15,1,1,1,1,2,99431,0,1,8,8,4,3841,6,253,118,823.3333,56,50,435,1046,220,7343
2,4472071,77,12,2,1,0,1,2,87600,1,1,2,1,3,3630,3,180,225,1343.3333,222,160,990,1151.3333,200,2195.333
4,4472251,25,13,1,1,11,1,4,53630,0,1,3,1,0,8640,2,239,315,1213.3333,180,101,1337.6667,5051.6667,720,3436
1,4472471,46,12,2,4,10,3,1,3128,0,1,9,8,1,4513,7,20,10,1300,0,30,175,0,100,4215
5,4472711,72,16,1,2,0,3,1,86735,1,1,2,1,1,4728,1,20,430,650,10,290,1870,334,620,12048.667
2,4503231,62,15,2,1,0,1,2,47000,6,1,8,1,6,9374,5,343,214,1191.6667,0,8,668,904,53,6543.333
6,4503292,20,13,2,1,10,5,1,31400,0,1,4,7,0,3855,5,5,0,281.6667,0,0,67,0,0,235
5,4503361,42,16,1,1,3,1,2,212000,0,1,9,1,1,2692,6,0,0,953.3333,0,0,50,903,180,1748.333
2,4503551,62,14,1,1,7,5,1,130000,0,1,3,1,2,5448,3,291,120,1243,76,30,201,333,158,2703.667
3,4503691,51,11,2,4,1,1,4,36000,0,1,9,11,4,10215,2,124,316,1092,216,0,476,570,206,5015.333
6,4503741,49,16,1,1,8,1,3,30335,0,1,7,1,2,5109,3,300,183,823.3333,115,62,117.3333,735,150,1260
2,4503761,55,12,2,1,10,1,2,58000,0,1,5,1,2,1759,4,90,175,845,175,0,370,145,250,2210
1,4503831,37,15,2,1,0,1,5,85500,2,1,9,1,3,2880,5,89,92,1413,54,127,795,150,121,986
2,4503881,28,12,1,1,12,1,2,117000,0,1,1,1,1,2525,6,0,175,953.3333,45,0,490,250,0,1657.333
3,4503913,29,13,1,1,6,5,1,58000,0,1,7,1,2,3139,3,45,170,476.6667,150,80,109,150,0,671.667
3,4504101,20,12,1,1,10,5,1,15203,0,1,8,5,0,4661,2,0,0,186.3333,0,0,34,125,25,575
6,4504191,51,16,2,1,0,1,2,150000,2,1,3,1,4,5672,4,213,150,736.6667,110,0,130,300.6667,215,2258.333
